venta_id;fecha;producto_id;cliente_id;tienda_id;vendedor_id;cantidad;precio_unitario_x;costo_unitario_x;descuento_porcentaje;venta_neta;costo_total;utilidad;producto;categoria;costo_unitario_y;precio_unitario_y;cliente;ciudad_cliente;segmento;tienda;ciudad_tienda;region;vendedor;tienda_id_vendedor;anio;mes;nombre_mes;periodo
2938;2023-04-07;4;35;5;10;1;1059.28;606;5;1006.32;606;400.32;Monitor;Tecnología;606;1059.28;María Castro;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;4;April;2023-04
2939;2025-02-15;2;188;4;9;4;1150.48;670;5;4371.82;2680;1691.82;Mouse;Tecnología;670;1150.48;Valeria Castro;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;2;February;2025-02
2940;2024-09-08;15;350;3;8;2;74.85;55;0;149.7;110;39.7;Zapatillas;Moda;55;74.85;Carlos Flores;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;9;September;2024-09
2941;2023-03-08;17;124;5;15;5;439.51;310;5;2087.67;1550;537.67;Pelota;Deportes;310;439.51;Carlos Rojas;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;3;March;2023-03
2942;2025-04-22;22;241;5;15;2;96.8;77;10;174.24;154;20.24;Perfume;Belleza;77;96.8;Carlos Rojas;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;4;April;2025-04
2943;2025-02-08;20;79;4;9;5;479.99;293;0;2399.95;1465;934.95;Tomatodo;Deportes;293;479.99;Carlos Quispe;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;2;February;2025-02
2944;2024-10-05;8;44;3;3;1;919.26;614;5;873.3;614;259.3;Organizador;Hogar;614;919.26;Diego Ramírez;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;10;October;2024-10
2945;2025-03-26;9;86;5;10;2;316.86;233;10;570.35;466;104.35;Silla;Hogar;233;316.86;Lucía Ramírez;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2025;3;March;2025-03
2946;2024-01-01;22;210;2;7;3;96.8;77;0;290.4;231;59.4;Perfume;Belleza;77;96.8;Luis Quispe;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;1;January;2024-01
2947;2025-07-17;4;180;3;8;1;1059.28;606;0;1059.28;606;453.28;Monitor;Tecnología;606;1059.28;Diego Torres;Lima;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;7;July;2025-07
2948;2023-05-09;18;151;3;3;2;377.84;282;15;642.33;564;78.33;Mancuernas;Deportes;282;377.84;Jorge Torres;Huancayo;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;5;May;2023-05
2949;2024-09-10;25;108;4;14;1;978.48;682;0;978.48;682;296.48;Plancha cabello;Belleza;682;978.48;Jorge Flores;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;9;September;2024-09
2950;2023-11-07;20;481;3;8;5;479.99;293;0;2399.95;1465;934.95;Tomatodo;Deportes;293;479.99;Lucía Rojas;Cusco;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;11;November;2023-11
2951;2023-11-02;21;432;3;8;5;382.02;244;0;1910.1;1220;690.1;Bicicleta estática;Deportes;244;382.02;Alex Flores;Huancayo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;11;November;2023-11
2952;2025-04-18;16;446;2;2;3;142.24;105;0;426.72;315;111.72;Mochila;Moda;105;142.24;María Rojas;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;4;April;2025-04
2953;2025-01-17;12;405;4;14;1;181.86;114;0;181.86;114;67.86;Casaca;Moda;114;181.86;Jorge Ramírez;Arequipa;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;1;January;2025-01
2954;2025-03-04;14;443;3;8;3;361.58;231;0;1084.74;693;391.74;Jean;Moda;231;361.58;Carlos Quispe;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;3;March;2025-03
2955;2025-02-07;13;143;4;9;1;770.23;523;5;731.72;523;208.72;Polo;Moda;523;770.23;Diego García;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;2;February;2025-02
2956;2024-11-26;19;478;1;11;3;244.74;140;0;734.22;420;314.22;Mat yoga;Deportes;140;244.74;Alex Ramírez;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;11;November;2024-11
2957;2024-02-24;9;136;2;2;1;316.86;233;10;285.17;233;52.17;Silla;Hogar;233;316.86;Lucía Quispe;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;2;February;2024-02
2958;2025-07-21;18;107;3;13;2;377.84;282;0;755.68;564;191.68;Mancuernas;Deportes;282;377.84;Alex Ramírez;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;7;July;2025-07
2959;2024-11-12;3;15;2;12;1;212.75;123;5;202.11;123;79.11;Teclado;Tecnología;123;212.75;Diego Ramírez;Huancayo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;11;November;2024-11
2960;2023-06-17;8;409;3;13;3;919.26;614;0;2757.78;1842;915.78;Organizador;Hogar;614;919.26;Carlos Torres;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2023;6;June;2023-06
2961;2024-06-02;16;446;5;10;1;142.24;105;5;135.13;105;30.13;Mochila;Moda;105;142.24;María Rojas;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;6;June;2024-06
2962;2024-08-12;5;423;1;6;5;69.39;47;5;329.6;235;94.6;Smartwatch;Tecnología;47;69.39;Diego Torres;Trujillo;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;8;August;2024-08
2963;2023-01-30;20;270;1;1;2;479.99;293;0;959.98;586;373.98;Tomatodo;Deportes;293;479.99;Luis Torres;Huancayo;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;1;January;2023-01
2964;2025-02-15;8;190;4;14;1;919.26;614;15;781.37;614;167.37;Organizador;Hogar;614;919.26;Luis Mendoza;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;2;February;2025-02
2965;2023-10-25;4;194;1;1;5;1059.28;606;5;5031.58;3030;2001.58;Monitor;Tecnología;606;1059.28;Carlos Torres;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;10;October;2023-10
2966;2023-07-13;15;290;3;8;5;74.85;55;0;374.25;275;99.25;Zapatillas;Moda;55;74.85;Luis Rojas;Lima;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;7;July;2023-07
2967;2025-01-20;9;434;4;14;5;316.86;233;0;1584.3;1165;419.3;Silla;Hogar;233;316.86;Luis Torres;Trujillo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;1;January;2025-01
2968;2025-11-10;19;198;5;5;2;244.74;140;5;465.01;280;185.01;Mat yoga;Deportes;140;244.74;Valeria García;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;11;November;2025-11
2969;2024-02-17;4;208;5;10;1;1059.28;606;0;1059.28;606;453.28;Monitor;Tecnología;606;1059.28;Luis Rojas;Huancayo;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;2;February;2024-02
2970;2023-07-13;19;173;4;9;4;244.74;140;10;881.06;560;321.06;Mat yoga;Deportes;140;244.74;Luis Rojas;Huancayo;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;7;July;2023-07
2971;2023-05-10;15;130;4;14;5;74.85;55;15;318.11;275;43.11;Zapatillas;Moda;55;74.85;María Torres;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;5;May;2023-05
2972;2025-01-13;18;440;4;9;4;377.84;282;5;1435.79;1128;307.79;Mancuernas;Deportes;282;377.84;Camila Rojas;Cusco;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;1;January;2025-01
2973;2023-09-20;9;439;4;4;3;316.86;233;0;950.58;699;251.58;Silla;Hogar;233;316.86;Ana García;Trujillo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2023;9;September;2023-09
2974;2023-12-24;21;152;2;12;5;382.02;244;15;1623.58;1220;403.58;Bicicleta estática;Deportes;244;382.02;Diego Flores;Trujillo;Frecuente;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;12;December;2023-12
2975;2025-05-25;6;32;4;9;1;125.45;96;5;119.18;96;23.18;Parlante;Tecnología;96;125.45;Carlos Castro;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;5;May;2025-05
2976;2023-03-05;3;237;4;14;3;212.75;123;0;638.25;369;269.25;Teclado;Tecnología;123;212.75;Lucía García;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;3;March;2023-03
2977;2024-07-26;15;427;1;6;3;74.85;55;0;224.55;165;59.55;Zapatillas;Moda;55;74.85;Alex Ramírez;Arequipa;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2024;7;July;2024-07
2978;2023-11-24;7;166;2;2;3;522.78;346;0;1568.34;1038;530.34;Lámpara;Hogar;346;522.78;Camila Quispe;Cusco;Frecuente;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2023;11;November;2023-11
2979;2023-11-01;12;41;5;5;2;181.86;114;15;309.16;228;81.16;Casaca;Moda;114;181.86;Alex Rojas;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;11;November;2023-11
2980;2024-12-17;17;38;2;2;4;439.51;310;0;1758.04;1240;518.04;Pelota;Deportes;310;439.51;Ana Rojas;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;12;December;2024-12
2981;2025-11-18;5;300;1;11;2;69.39;47;0;138.78;94;44.78;Smartwatch;Tecnología;47;69.39;Camila Flores;Arequipa;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;11;November;2025-11
2982;2024-03-27;12;488;3;3;5;181.86;114;10;818.37;570;248.37;Casaca;Moda;114;181.86;Diego Torres;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;3;March;2024-03
2983;2025-09-28;7;288;1;11;1;522.78;346;5;496.64;346;150.64;Lámpara;Hogar;346;522.78;Alex Torres;Lima;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;9;September;2025-09
2984;2025-03-02;16;50;5;15;3;142.24;105;5;405.38;315;90.38;Mochila;Moda;105;142.24;Ana Mendoza;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;3;March;2025-03
2985;2025-02-27;22;255;2;2;5;96.8;77;0;484.0;385;99.0;Perfume;Belleza;77;96.8;Diego Flores;Cusco;Frecuente;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;2;February;2025-02
2986;2023-11-14;14;2;1;1;2;361.58;231;0;723.16;462;261.16;Jean;Moda;231;361.58;Diego Flores;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;11;November;2023-11
2987;2023-09-28;15;198;5;15;2;74.85;55;0;149.7;110;39.7;Zapatillas;Moda;55;74.85;Valeria García;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;9;September;2023-09
2988;2024-03-06;23;97;5;5;2;1081.01;680;5;2053.92;1360;693.92;Crema facial;Belleza;680;1081.01;Carlos Castro;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;3;March;2024-03
2989;2024-11-30;3;68;5;5;3;212.75;123;15;542.51;369;173.51;Teclado;Tecnología;123;212.75;Alex García;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2024;11;November;2024-11
2990;2025-03-09;5;364;5;15;4;69.39;47;0;277.56;188;89.56;Smartwatch;Tecnología;47;69.39;Ana Flores;Cusco;Premium;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;3;March;2025-03
2991;2024-10-05;22;187;2;2;5;96.8;77;5;459.8;385;74.8;Perfume;Belleza;77;96.8;Jorge Castro;Arequipa;Premium;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2024;10;October;2024-10
2992;2024-11-15;14;4;5;15;3;361.58;231;0;1084.74;693;391.74;Jean;Moda;231;361.58;Camila Quispe;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;11;November;2024-11
2993;2024-02-01;12;80;3;3;2;181.86;114;5;345.53;228;117.53;Casaca;Moda;114;181.86;Carlos Ramírez;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;2;February;2024-02
2994;2024-01-19;13;19;1;11;4;770.23;523;5;2926.87;2092;834.87;Polo;Moda;523;770.23;María Castro;Trujillo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;1;January;2024-01
2995;2025-06-13;3;335;1;6;4;212.75;123;5;808.45;492;316.45;Teclado;Tecnología;123;212.75;Valeria Mendoza;Huancayo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;6;June;2025-06
2996;2025-12-26;26;58;5;5;3;835.82;478;10;2256.71;1434;822.71;Set maquillaje;Belleza;478;835.82;Diego Flores;Lima;Premium;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;12;December;2025-12
2997;2025-06-05;16;500;3;3;4;142.24;105;10;512.06;420;92.06;Mochila;Moda;105;142.24;María Quispe;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2025;6;June;2025-06
2998;2023-05-15;12;310;2;12;3;181.86;114;0;545.58;342;203.58;Casaca;Moda;114;181.86;Luis Rojas;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;5;May;2023-05
2999;2023-07-16;19;28;5;15;4;244.74;140;0;978.96;560;418.96;Mat yoga;Deportes;140;244.74;Ana Quispe;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2023;7;July;2023-07
3000;2024-09-17;10;74;2;7;2;1154.83;660;10;2078.69;1320;758.69;Mesa auxiliar;Hogar;660;1154.83;Lucía Ramírez;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;9;September;2024-09
3001;2025-11-19;21;431;4;4;2;382.02;244;5;725.84;488;237.84;Bicicleta estática;Deportes;244;382.02;Alex Rojas;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;11;November;2025-11
3002;2025-08-19;21;354;3;13;1;382.02;244;0;382.02;244;138.02;Bicicleta estática;Deportes;244;382.02;Valeria Torres;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;8;August;2025-08
3003;2025-07-04;9;97;2;2;5;316.86;233;0;1584.3;1165;419.3;Silla;Hogar;233;316.86;Carlos Castro;Lima;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;7;July;2025-07
3004;2023-10-10;19;167;4;9;5;244.74;140;0;1223.7;700;523.7;Mat yoga;Deportes;140;244.74;Valeria Flores;Trujillo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2023;10;October;2023-10
3005;2024-07-31;2;377;2;7;2;1150.48;670;5;2185.91;1340;845.91;Mouse;Tecnología;670;1150.48;Luis Torres;Lima;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;7;July;2024-07
3006;2025-01-25;26;274;4;14;3;835.82;478;5;2382.09;1434;948.09;Set maquillaje;Belleza;478;835.82;Jorge Rojas;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;1;January;2025-01
3007;2024-11-30;4;257;5;15;4;1059.28;606;10;3813.41;2424;1389.41;Monitor;Tecnología;606;1059.28;María Ramírez;Arequipa;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;11;November;2024-11
3008;2025-02-11;5;211;1;6;5;69.39;47;0;346.95;235;111.95;Smartwatch;Tecnología;47;69.39;Carlos Rojas;Cusco;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2025;2;February;2025-02
3009;2024-12-18;4;38;4;9;4;1059.28;606;0;4237.12;2424;1813.12;Monitor;Tecnología;606;1059.28;Ana Rojas;Huancayo;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2024;12;December;2024-12
3010;2024-11-20;16;349;2;12;2;142.24;105;10;256.03;210;46.03;Mochila;Moda;105;142.24;Valeria Quispe;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;11;November;2024-11
3011;2024-06-26;21;12;3;3;3;382.02;244;5;1088.76;732;356.76;Bicicleta estática;Deportes;244;382.02;Alex Quispe;Lima;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2024;6;June;2024-06
3012;2025-03-28;10;33;3;8;5;1154.83;660;5;5485.44;3300;2185.44;Mesa auxiliar;Hogar;660;1154.83;Luis Mendoza;Cusco;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;3;March;2025-03
3013;2023-01-29;26;247;2;12;2;835.82;478;15;1420.89;956;464.89;Set maquillaje;Belleza;478;835.82;Jorge García;Huancayo;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2023;1;January;2023-01
3014;2024-03-03;3;84;3;8;4;212.75;123;0;851.0;492;359.0;Teclado;Tecnología;123;212.75;Alex Torres;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2024;3;March;2024-03
3015;2025-03-25;3;359;3;13;4;212.75;123;0;851.0;492;359.0;Teclado;Tecnología;123;212.75;Luis Quispe;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;3;March;2025-03
3016;2024-11-11;11;453;1;11;4;519.38;363;0;2077.52;1452;625.52;Juego de sábanas;Hogar;363;519.38;Lucía García;Huancayo;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;11;November;2024-11
3017;2025-05-19;8;101;3;8;5;919.26;614;15;3906.86;3070;836.86;Organizador;Hogar;614;919.26;Alex García;Arequipa;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2025;5;May;2025-05
3018;2023-05-27;24;84;3;3;1;405.54;306;0;405.54;306;99.54;Shampoo;Belleza;306;405.54;Alex Torres;Trujillo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José Mendoza;3;2023;5;May;2023-05
3019;2024-01-22;1;397;1;11;5;242.37;174;15;1030.07;870;160.07;Audífonos;Tecnología;174;242.37;Camila Ramírez;Huancayo;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2024;1;January;2024-01
3020;2024-03-01;9;24;2;7;3;316.86;233;5;903.05;699;204.05;Silla;Hogar;233;316.86;Diego García;Arequipa;Frecuente;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;3;March;2024-03
3021;2023-02-22;12;485;1;11;2;181.86;114;0;363.72;228;135.72;Casaca;Moda;114;181.86;Alex Flores;Cusco;Nuevo;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2023;2;February;2023-02
3022;2024-11-15;19;144;5;10;3;244.74;140;0;734.22;420;314.22;Mat yoga;Deportes;140;244.74;María Mendoza;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;11;November;2024-11
3023;2025-10-21;21;444;5;15;5;382.02;244;0;1910.1;1220;690.1;Bicicleta estática;Deportes;244;382.02;Jorge Rojas;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2025;10;October;2025-10
3024;2023-12-21;26;204;1;6;2;835.82;478;0;1671.64;956;715.64;Set maquillaje;Belleza;478;835.82;Alex Rojas;Arequipa;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;12;December;2023-12
3025;2023-10-21;14;213;4;14;1;361.58;231;0;361.58;231;130.58;Jean;Moda;231;361.58;María Flores;Lima;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;10;October;2023-10
3026;2023-07-04;15;213;1;6;4;74.85;55;5;284.43;220;64.43;Zapatillas;Moda;55;74.85;María Flores;Lima;Premium;Tienda Huancayo Centro;Huancayo;Junín;Patricia Torres;1;2023;7;July;2023-07
3027;2025-03-03;7;413;5;5;1;522.78;346;0;522.78;346;176.78;Lámpara;Hogar;346;522.78;Ana Rojas;Lima;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;3;March;2025-03
3028;2023-07-17;2;235;5;5;2;1150.48;670;15;1955.82;1340;615.82;Mouse;Tecnología;670;1150.48;Ana Ramírez;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2023;7;July;2023-07
3029;2024-05-06;6;298;2;7;1;125.45;96;0;125.45;96;29.45;Parlante;Tecnología;96;125.45;Ana Quispe;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;5;May;2024-05
3030;2024-06-10;5;43;5;15;4;69.39;47;15;235.93;188;47.93;Smartwatch;Tecnología;47;69.39;Diego Castro;Lima;Frecuente;Tienda Cusco Plaza;Cusco;Cusco;Rosa Quispe;5;2024;6;June;2024-06
3031;2025-09-27;14;477;4;14;5;361.58;231;5;1717.5;1155;562.5;Jean;Moda;231;361.58;Alex Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2025;9;September;2025-09
3032;2023-07-03;14;115;3;8;5;361.58;231;0;1807.9;1155;652.9;Jean;Moda;231;361.58;Lucía Castro;Trujillo;Nuevo;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;7;July;2023-07
3033;2025-08-14;2;185;4;4;1;1150.48;670;5;1092.96;670;422.96;Mouse;Tecnología;670;1150.48;Lucía García;Cusco;Premium;Tienda Trujillo Real;Trujillo;La Libertad;Fernando Mendoza;4;2025;8;August;2025-08
3034;2024-05-24;3;107;2;7;3;212.75;123;10;574.43;369;205.43;Teclado;Tecnología;123;212.75;Alex Ramírez;Huancayo;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;5;May;2024-05
3035;2025-10-11;13;189;2;12;3;770.23;523;15;1964.09;1569;395.09;Polo;Moda;523;770.23;María Flores;Cusco;Premium;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2025;10;October;2025-10
3036;2023-09-18;14;329;1;1;5;361.58;231;10;1627.11;1155;472.11;Jean;Moda;231;361.58;Carlos Mendoza;Cusco;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Torres;1;2023;9;September;2023-09
3037;2024-05-14;4;359;3;13;1;1059.28;606;0;1059.28;606;453.28;Monitor;Tecnología;606;1059.28;Luis Quispe;Cusco;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;5;May;2024-05
3038;2025-01-28;11;180;1;11;1;519.38;363;0;519.38;363;156.38;Juego de sábanas;Hogar;363;519.38;Diego Torres;Lima;Frecuente;Tienda Huancayo Centro;Huancayo;Junín;José Rojas;1;2025;1;January;2025-01
3039;2024-08-26;21;214;5;10;3;382.02;244;0;1146.06;732;414.06;Bicicleta estática;Deportes;244;382.02;Alex Mendoza;Trujillo;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2024;8;August;2024-08
3040;2024-03-30;15;355;2;7;4;74.85;55;15;254.49;220;34.49;Zapatillas;Moda;55;74.85;Valeria Quispe;Cusco;Premium;Tienda Lima Norte;Lima;Lima;Renato Mendoza;2;2024;3;March;2024-03
3041;2023-06-23;18;438;3;8;4;377.84;282;0;1511.36;1128;383.36;Mancuernas;Deportes;282;377.84;Valeria Ramírez;Huancayo;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;José García;3;2023;6;June;2023-06
3042;2023-01-12;16;326;4;14;3;142.24;105;0;426.72;315;111.72;Mochila;Moda;105;142.24;Carlos García;Arequipa;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;1;January;2023-01
3043;2024-06-08;13;343;4;14;1;770.23;523;10;693.21;523;170.21;Polo;Moda;523;770.23;Alex Rojas;Huancayo;Frecuente;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2024;6;June;2024-06
3044;2024-03-03;2;499;2;12;5;1150.48;670;5;5464.78;3350;2114.78;Mouse;Tecnología;670;1150.48;María Castro;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;3;March;2024-03
3045;2025-01-08;8;201;2;2;2;919.26;614;5;1746.59;1228;518.59;Organizador;Hogar;614;919.26;María Ramírez;Trujillo;Nuevo;Tienda Lima Norte;Lima;Lima;Miguel Torres;2;2025;1;January;2025-01
3046;2023-09-24;19;164;4;14;4;244.74;140;5;930.01;560;370.01;Mat yoga;Deportes;140;244.74;Lucía Mendoza;Lima;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Rosa Flores;4;2023;9;September;2023-09
3047;2024-04-14;1;412;3;13;3;242.37;174;0;727.11;522;205.11;Audífonos;Tecnología;174;242.37;María Mendoza;Arequipa;Frecuente;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2024;4;April;2024-04
3048;2025-06-30;17;64;4;9;2;439.51;310;15;747.17;620;127.17;Pelota;Deportes;310;439.51;Valeria Torres;Arequipa;Nuevo;Tienda Trujillo Real;Trujillo;La Libertad;Renato Ramírez;4;2025;6;June;2025-06
3049;2025-07-19;18;394;5;5;5;377.84;282;5;1794.74;1410;384.74;Mancuernas;Deportes;282;377.84;María Castro;Arequipa;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;7;July;2025-07
3050;2023-04-25;7;98;5;10;4;522.78;346;0;2091.12;1384;707.12;Lámpara;Hogar;346;522.78;María Rojas;Huancayo;Premium;Tienda Cusco Plaza;Cusco;Cusco;Renato Castro;5;2023;4;April;2023-04
3051;2025-04-10;12;383;5;5;1;181.86;114;10;163.67;114;49.67;Casaca;Moda;114;181.86;Ana Quispe;Cusco;Nuevo;Tienda Cusco Plaza;Cusco;Cusco;Gabriela Rojas;5;2025;4;April;2025-04
3052;2025-10-11;11;409;3;13;1;519.38;363;0;519.38;363;156.38;Juego de sábanas;Hogar;363;519.38;Carlos Torres;Lima;Premium;Tienda Arequipa Mall;Arequipa;Arequipa;Andrea Ramírez;3;2025;10;October;2025-10
3053;2024-01-12;15;305;2;12;4;74.85;55;0;299.4;220;79.4;Zapatillas;Moda;55;74.85;Luis Rojas;Arequipa;Nuevo;Tienda Lima Norte;Lima;Lima;Rosa Ramírez;2;2024;1;January;2024-01
